,CustomerID,TOTAL_ORDERS,REVENUE,AVERAGE_ORDER_VALUE,CARRIAGE_REVENUE,AVERAGESHIPPING,FIRST_ORDER_DATE,LATEST_ORDER_DATE,AVGDAYSBETWEENORDERS,DAYSSINCELASTORDER,MONDAY_ORDERS,TUESDAY_ORDERS,WEDNESDAY_ORDERS,THURSDAY_ORDERS,FRIDAY_ORDERS,SATURDAY_ORDERS,SUNDAY_ORDERS,MONDAY_REVENUE,TUESDAY_REVENUE,WEDNESDAY_REVENUE,THURSDAY_REVENUE,FRIDAY_REVENUE,SATURDAY_REVENUE,SUNDAY_REVENUE,WEEK1_DAY01_DAY07_ORDERS,WEEK2_DAY08_DAY15_ORDERS,WEEK3_DAY16_DAY23_ORDERS,WEEK4_DAY24_DAY31_ORDERS,WEEK1_DAY01_DAY07_REVENUE,WEEK2_DAY08_DAY15_REVENUE,WEEK3_DAY16_DAY23_REVENUE,WEEK4_DAY24_DAY31_REVENUE,TIME_0000_0600_ORDERS,TIME_0601_1200_ORDERS,TIME_1200_1800_ORDERS,TIME_1801_2359_ORDERS,TIME_0000_0600_REVENUE,TIME_0601_1200_REVENUE,TIME_1200_1800_REVENUE,TIME_1801_2359_REVENUE,Total,Recency,Frequency,Monetary,R_rank_norm,F_rank_norm,M_rank_norm,RFM_Score,Customer_segment
1159,169,42,5693.21,135.55,73.36,1.75,2021-01-29,2021-10-20,6.29,5,1,7,17,8,5,4,0,206.59,860.98,1598.51,1207.98,793.97,1025.18,0.0,14,14,7,7,1636.95,2230.46,1201.62,624.18,18,13,11,0,2033.31,1382.94,2276.96,0.0,239114.82,4,1,239114.82,85.32,100.0,97.42,4.82,Champions
1160,191,67,5431.7,81.07,101.8,1.52,2021-01-09,2021-10-20,4.24,5,12,6,5,8,10,12,14,707.56,459.98,357.19,863.77,524.86,1413.17,1105.17,12,17,23,15,1053.16,1419.35,1750.86,1208.33,6,33,15,13,375.38,2688.13,1038.65,1329.54,363923.89999999997,4,1,363923.9,85.32,100.0,98.8,4.86,Champions
1161,263,22,4932.31,224.2,45.91,2.09,2016-12-16,2021-10-20,80.41,5,6,3,8,2,3,0,0,1126.55,439.0,2164.78,481.49,720.49,0.0,0.0,2,2,9,9,259.99,312.48,2402.13,1957.71,0,11,11,0,0.0,2402.27,2530.04,0.0,108510.82,4,1,108510.82,85.32,100.0,91.3,4.64,Champions
1162,270,34,4915.07,144.56,70.42,2.07,2017-09-13,2021-10-20,44.06,5,5,5,9,6,9,0,0,888.87,924.49,1478.34,673.3,950.07,0.0,0.0,4,15,10,5,904.63,1895.06,1173.49,941.89,0,24,10,0,0.0,3442.16,1472.91,0.0,167112.38,4,1,167112.38,85.32,100.0,95.38,4.76,Champions
1163,287,30,4834.79,161.16,10.99,0.37,2015-10-28,2021-10-20,72.8,5,6,9,5,4,3,2,1,894.95,1379.5,758.75,574.95,404.99,596.65,225.0,4,10,11,5,920.99,1573.95,2025.85,314.0,0,12,11,7,0.0,2242.8,1614.25,977.74,145043.7,4,1,145043.7,85.32,100.0,94.32,4.73,Champions
1164,749,28,3391.1,121.11,66.9,2.39,2018-12-21,2021-10-20,36.93,5,5,2,7,3,2,3,6,405.08,148.5,1312.47,370.48,174.99,346.59,632.99,5,6,5,12,484.49,649.48,547.47,1709.66,0,7,11,10,0.0,643.57,1713.07,1034.46,94950.8,4,1,94950.8,85.32,100.0,89.4,4.59,Champions
1165,919,18,3131.58,173.98,73.88,4.1,2019-10-13,2021-10-20,41.0,5,0,1,2,2,2,1,10,0.0,248.09,539.99,503.0,176.98,221.0,1442.52,5,2,8,3,1098.76,114.98,1461.87,455.97,0,5,10,3,0.0,1066.66,1401.94,662.98,56368.44,4,1,56368.44,85.32,100.0,78.98,4.29,Champions
1166,981,19,3045.3,160.28,59.9,3.15,2018-10-16,2021-10-20,57.89,5,3,7,4,2,1,1,1,203.39,1595.15,646.53,127.98,211.65,120.6,140.0,7,6,4,2,773.85,740.23,877.23,653.99,3,11,3,2,560.98,2169.25,203.39,111.68,57860.700000000004,4,1,57860.7,85.32,100.0,79.62,4.31,Champions
1167,1139,15,2877.88,191.86,78.88,5.26,2020-07-26,2021-10-20,30.07,5,2,3,3,2,1,2,2,177.98,778.98,513.98,259.98,156.99,525.99,463.98,2,3,6,4,338.99,519.97,1275.96,742.96,1,5,7,2,165.99,1034.97,1262.94,413.98,43168.200000000004,4,1,43168.2,85.32,100.0,72.66,4.11,Champions
1168,1161,25,2853.36,114.13,73.86,2.95,2020-10-07,2021-10-20,15.12,5,4,1,5,3,1,4,7,573.98,133.99,558.08,229.58,113.09,456.66,787.98,7,10,7,1,686.68,1264.46,778.23,123.99,0,6,4,15,0.0,682.98,495.46,1674.92,71334.0,4,1,71334.0,85.32,100.0,84.4,4.45,Champions
1169,1277,16,2760.87,172.55,74.87,4.68,2020-06-30,2021-10-20,29.81,5,1,2,4,1,1,5,2,85.99,196.98,929.96,144.99,215.99,986.97,199.99,4,0,8,4,732.96,0.0,1695.94,331.97,0,5,11,0,0.0,738.96,2021.91,0.0,44173.92,4,1,44173.92,85.32,100.0,72.98,4.12,Champions
1170,1420,30,2644.95,88.17,79.85,2.66,2020-01-29,2021-10-20,21.0,5,6,1,6,10,4,1,2,425.97,99.99,849.99,717.96,279.97,49.99,221.08,15,1,6,8,1004.93,99.99,741.08,798.95,0,5,1,24,0.0,669.99,99.99,1874.97,79348.5,4,1,79348.5,85.32,100.0,86.52,4.51,Champions
1171,1422,23,2642.53,114.89,76.43,3.32,2020-09-11,2021-10-20,17.57,5,1,1,7,8,3,1,2,166.64,143.99,594.8,689.95,614.97,87.99,344.19,1,3,8,11,160.99,522.97,846.41,1112.16,2,5,11,5,265.98,663.78,1025.81,686.96,60778.19,4,1,60778.19,85.32,100.0,80.74,4.34,Champions
1172,1674,17,2501.72,147.16,44.92,2.64,2014-06-04,2021-10-20,158.53,5,0,2,12,1,1,0,1,0.0,430.18,1685.55,108.0,239.99,0.0,38.0,7,3,5,2,921.58,591.48,849.47,139.19,0,12,3,2,0.0,1507.25,627.48,366.99,42529.24,4,1,42529.24,85.32,100.0,72.14,4.1,Champions
1173,1753,34,2447.67,71.99,142.72,4.2,2020-07-16,2021-10-20,13.56,5,3,4,7,3,4,5,8,127.17,157.56,358.15,223.98,272.36,231.16,1077.29,7,11,10,6,257.75,784.29,610.29,795.34,1,10,10,13,34.0,569.48,892.71,951.48,83220.78,4,1,83220.78,85.32,100.0,87.4,4.53,Champions
1174,2382,25,2159.9,86.4,105.8,4.23,2018-12-20,2021-10-20,41.4,5,7,2,3,6,6,1,0,693.44,141.98,338.97,300.97,620.55,63.99,0.0,7,5,8,5,830.94,353.45,744.53,230.98,0,10,7,8,0.0,791.52,710.94,657.44,53997.5,4,1,53997.5,85.32,100.0,77.88,4.26,Champions
1175,2716,29,2042.67,70.44,134.72,4.65,2016-05-14,2021-10-20,68.45,5,3,7,6,6,5,2,0,77.97,434.94,499.94,439.89,429.95,159.98,0.0,7,6,8,8,459.93,402.94,618.92,560.88,1,7,11,10,85.99,443.93,779.85,732.9,59237.43,4,1,59237.43,85.32,100.0,80.16,4.32,Champions
1176,2994,20,1961.24,98.06,71.89,3.59,2016-12-30,2021-10-20,87.75,5,2,0,4,2,3,6,3,82.99,0.0,288.73,80.0,207.19,1055.15,247.18,3,3,8,6,224.38,126.99,1200.9,408.97,3,10,5,2,120.0,724.09,898.17,218.98,39224.8,4,1,39224.8,85.32,100.0,70.12,4.04,Champions
1177,3690,18,1795.96,99.78,73.86,4.1,2020-01-04,2021-10-20,36.39,5,2,3,3,5,1,2,2,185.98,321.97,250.97,400.08,91.99,294.99,249.98,4,7,5,2,449.97,651.05,478.95,215.99,3,6,4,5,403.97,451.06,434.98,505.95,32327.28,4,1,32327.28,85.32,100.0,66.0,3.92,Potential Customers
1178,4327,19,1678.7,88.35,77.7,4.09,2020-04-15,2021-10-20,29.11,5,1,4,3,3,2,2,4,40.99,187.48,264.47,400.92,101.98,217.98,464.88,2,6,5,6,186.98,407.11,515.62,568.99,0,13,6,0,0.0,1054.09,624.61,0.0,31895.3,4,1,31895.3,85.32,100.0,65.78,3.91,Potential Customers
1179,4500,14,1651.57,117.97,75.87,5.42,2020-04-18,2021-10-20,39.29,5,3,2,4,0,1,3,1,294.07,215.69,640.46,0.0,125.99,302.97,72.39,3,4,5,2,318.07,489.27,488.25,355.98,0,5,8,1,0.0,470.85,1038.73,141.99,23121.98,4,1,23121.98,85.32,100.0,60.36,3.76,Potential Customers
1180,4977,17,1577.77,92.81,74.87,4.4,2020-10-28,2021-10-20,21.0,5,0,5,5,0,5,1,1,0.0,371.36,421.9,0.0,541.53,144.99,97.99,0,10,3,4,0.0,934.89,246.92,395.96,6,1,7,3,473.15,105.99,778.2,220.43,26822.09,4,1,26822.09,85.32,100.0,62.36,3.82,Potential Customers
1181,5279,23,1533.86,66.69,76.86,3.34,2021-03-19,2021-10-20,9.35,5,4,2,10,4,3,0,0,144.67,160.98,628.51,416.72,182.98,0.0,0.0,4,3,11,5,153.67,253.73,826.39,300.07,1,11,9,2,72.25,652.38,655.25,153.98,35278.78,4,1,35278.78,85.32,100.0,67.92,3.98,Potential Customers
1182,8452,18,1240.46,68.91,71.86,3.99,2019-12-27,2021-10-20,36.83,5,7,0,4,3,1,0,3,371.95,0.0,320.58,332.97,53.99,0.0,160.97,4,7,4,3,202.96,491.57,286.96,258.97,5,5,4,4,289.57,298.97,264.96,386.96,22328.28,4,1,22328.28,85.32,100.0,59.68,3.74,Potential Customers
1183,8850,5,1212.67,242.53,20.92,4.18,2014-11-28,2021-10-20,503.6,5,1,1,1,0,1,0,1,464.99,89.99,539.75,0.0,44.95,0.0,72.99,0,1,1,3,0.0,464.99,539.75,207.93,0,0,4,1,0.0,0.0,1167.72,44.95,6063.35,4,1,6063.35,85.32,100.0,47.16,3.38,Potential Customers
1184,8988,15,1204.06,80.27,77.86,5.19,2016-07-09,2021-10-20,128.6,5,1,0,3,0,6,4,1,85.09,0.0,247.97,0.0,534.05,264.96,71.99,2,3,3,7,241.99,201.07,248.97,512.03,2,2,4,7,156.98,141.99,268.16,636.93,18060.899999999998,4,1,18060.9,85.32,100.0,57.04,3.67,Potential Customers
1185,9449,16,1173.95,73.37,78.85,4.93,2020-08-06,2021-10-20,27.5,5,1,3,3,2,2,3,2,108.19,218.67,154.98,121.48,144.48,252.97,173.18,5,4,5,2,396.55,385.66,305.16,86.58,2,7,7,0,144.48,485.84,543.63,0.0,18783.2,4,1,18783.2,85.32,100.0,57.52,3.68,Potential Customers
1186,11925,18,1041.2,57.84,29.95,1.66,2015-03-30,2021-10-20,133.11,5,4,1,2,0,1,3,7,438.98,36.0,159.25,0.0,59.5,112.73,234.74,5,2,7,4,369.47,160.99,305.25,205.49,0,3,8,7,0.0,145.5,358.59,537.11,18741.600000000002,4,1,18741.6,85.32,100.0,57.46,3.68,Potential Customers
1187,12090,16,1034.48,64.66,72.88,4.56,2021-05-18,2021-10-20,9.69,5,0,2,3,4,2,3,2,0.0,131.98,158.17,373.67,57.19,179.33,134.14,6,3,4,3,432.67,193.17,200.32,208.32,2,4,8,2,144.18,299.36,528.81,62.13,16551.68,4,1,16551.68,85.32,100.0,55.94,3.63,Potential Customers
1188,15985,13,892.4,68.65,24.75,1.9,2014-03-27,2021-10-20,212.62,5,0,4,3,3,0,1,2,0.0,384.05,101.2,275.75,0.0,4.95,126.45,3,3,4,3,515.05,216.75,103.9,56.7,0,2,4,7,0.0,126.45,345.75,420.2,11601.199999999999,4,1,11601.2,85.32,100.0,52.96,3.55,Potential Customers
1189,20650,5,771.49,154.3,5.79,1.16,2014-02-22,2021-10-20,559.4,5,0,0,2,0,0,3,0,0.0,0.0,140.4,0.0,0.0,631.09,0.0,0,1,3,1,0.0,93.6,438.89,239.0,1,2,1,1,264.09,174.8,93.6,239.0,3857.45,4,1,3857.45,85.32,100.0,43.14,3.27,Potential Customers
1190,36212,3,539.94,179.98,11.94,3.98,2014-08-08,2021-10-20,876.67,5,0,0,1,0,2,0,0,0.0,0.0,131.99,0.0,407.95,0.0,0.0,0,1,1,1,0.0,323.0,131.99,84.95,0,1,2,0,0.0,84.95,454.99,0.0,1619.8200000000002,4,1,1619.82,85.32,100.0,32.48,2.97,Potential Customers
1191,44078,10,469.01,46.9,19.96,2.0,2014-04-18,2021-10-20,274.2,5,0,4,2,0,1,2,1,0.0,176.19,97.14,0.0,59.0,64.19,72.49,0,1,3,6,0.0,63.99,164.64,240.38,0,8,2,0,0.0,404.82,64.19,0.0,4690.1,4,1,4690.1,85.32,100.0,44.72,3.31,Potential Customers
1192,56445,4,387.73,96.93,9.94,2.49,2014-11-29,2021-10-20,629.25,5,0,0,1,0,2,1,0,0.0,0.0,148.75,0.0,142.03,96.95,0.0,0,0,1,3,0.0,0.0,148.75,238.98,1,3,0,0,96.95,290.78,0.0,0.0,1550.92,4,1,1550.92,85.32,100.0,31.92,2.95,Potential Customers
1193,66063,3,339.65,113.22,0.0,0.0,2014-07-23,2021-10-20,882.0,5,0,0,3,0,0,0,0,0.0,0.0,339.65,0.0,0.0,0.0,0.0,0,0,3,0,0.0,0.0,339.65,0.0,0,1,1,1,0.0,29.0,177.65,133.0,1018.9499999999999,4,1,1018.95,85.32,100.0,26.28,2.79,Potential Customers
1194,17,36,12969.98,360.28,9.98,0.28,2019-11-11,2021-10-19,19.67,6,3,13,5,4,3,6,2,1085.0,4719.99,1379.0,1373.0,1614.0,2679.0,119.99,4,6,16,10,1295.0,1864.99,5746.99,4063.0,1,5,9,21,754.0,2419.0,3809.0,5987.98,466919.27999999997,5,1,466919.28,84.3,100.0,99.3,4.86,Champions
1195,40,26,9099.36,349.98,47.91,1.84,2017-12-27,2021-10-19,53.54,6,3,3,4,6,8,0,2,1136.18,1182.29,1781.98,2393.18,1720.74,0.0,884.99,4,12,9,1,1676.98,3820.92,3452.46,149.0,6,2,8,10,1452.98,661.3,3679.71,3305.37,236583.36000000002,5,1,236583.36,84.3,100.0,97.3,4.81,Champions
1196,46,43,8854.3,205.91,162.7,3.78,2019-08-29,2021-10-19,18.19,6,8,6,6,7,8,6,2,1691.14,1535.32,1077.34,1672.15,1419.76,1137.6,320.99,11,14,11,7,2386.11,2575.12,2422.92,1470.15,0,28,13,2,0.0,5818.13,2605.18,430.99,380734.89999999997,5,1,380734.9,84.3,100.0,98.92,4.85,Champions
1197,48,107,8774.63,82.01,305.83,2.86,2020-08-29,2021-10-19,3.89,6,11,17,13,19,10,25,12,717.35,1547.95,847.3,1804.24,806.14,2247.91,803.74,32,30,26,19,2274.79,2921.36,2479.0,1099.48,1,28,46,32,12.75,2561.94,3474.9,2725.04,938885.4099999999,5,1,938885.41,84.3,100.0,99.7,4.87,Champions
1198,63,18,8163.52,453.53,0.0,0.0,2014-04-22,2021-10-19,152.06,6,3,3,8,2,1,0,1,925.0,1131.92,3844.6,654.0,273.0,0.0,1335.0,2,5,7,4,940.0,1655.6,2975.92,2592.0,1,10,2,5,131.92,5831.0,808.0,1392.6,146943.36000000002,5,1,146943.36,84.3,100.0,94.42,4.72,Champions
1199,101,63,6821.37,108.28,233.57,3.71,2020-05-20,2021-10-19,8.21,6,15,11,8,7,10,6,6,1096.62,1141.71,730.94,1024.94,1334.05,957.16,535.95,22,15,14,12,2039.13,1746.1,1398.51,1637.63,0,24,32,7,0.0,2704.12,2779.11,1338.14,429746.31,5,1,429746.31,84.3,100.0,99.16,4.86,Champions
1200,135,55,6076.36,110.48,134.76,2.45,2017-06-30,2021-10-19,28.58,6,4,15,6,4,8,3,15,324.19,1303.32,708.24,336.77,985.1,481.99,1936.75,12,27,5,11,1409.59,2277.5,481.97,1907.3,6,13,19,17,716.57,1205.12,2499.49,1655.18,334199.8,5,1,334199.8,84.3,100.0,98.56,4.84,Champions
1201,143,49,5985.21,122.15,137.76,2.81,2018-02-22,2021-10-19,27.24,6,8,7,3,10,9,5,7,835.97,644.93,313.98,1777.44,1396.94,653.98,361.97,10,15,14,10,935.95,1513.17,2191.57,1344.52,1,15,17,16,642.99,2014.52,1565.79,1761.91,293275.29,5,1,293275.29,84.3,100.0,98.26,4.83,Champions
1202,214,32,5230.33,163.45,93.83,2.93,2015-03-11,2021-10-19,75.44,6,4,5,5,3,2,8,5,549.49,1056.97,916.95,716.98,385.98,926.97,676.99,8,9,7,8,1119.96,1194.43,1645.95,1269.99,0,4,8,20,0.0,673.99,1650.96,2905.38,167370.56,5,1,167370.56,84.3,100.0,95.4,4.75,Champions
1203,218,15,5218.89,347.93,69.89,4.66,2019-01-27,2021-10-19,66.4,6,1,2,0,5,2,1,4,215.99,278.98,0.0,1555.96,1400.99,114.99,1651.98,2,4,4,5,936.98,726.97,1506.97,2047.97,1,4,7,3,42.99,1497.97,2596.95,1080.98,78283.35,5,1,78283.35,84.3,100.0,86.18,4.49,Champions
1204,220,24,5197.83,216.58,69.83,2.91,2014-04-20,2021-10-19,114.13,6,3,4,4,5,2,1,5,640.98,773.97,927.99,1193.93,929.0,25.99,705.97,6,8,9,1,1162.97,2651.97,1350.9,31.99,1,7,4,12,133.95,2100.96,713.97,2248.95,124747.92,5,1,124747.92,84.3,100.0,92.96,4.68,Champions
1205,243,38,5068.47,133.38,113.96,3.0,2016-02-18,2021-10-19,54.47,6,5,12,3,7,3,5,3,750.28,1377.01,496.98,916.43,444.98,730.46,352.33,14,8,6,10,1694.02,975.57,538.35,1860.53,0,13,17,8,0.0,1659.25,2210.07,1199.15,192601.86000000002,5,1,192601.86,84.3,100.0,96.2,4.77,Champions
1206,349,41,4429.23,108.03,164.68,4.02,2020-04-23,2021-10-19,13.27,6,9,6,3,4,6,12,1,672.84,417.1,309.87,463.86,919.46,1534.11,111.99,16,13,6,6,1059.46,970.29,1122.12,1277.36,0,8,23,10,0.0,1629.94,2071.22,728.07,181598.43,5,1,181598.43,84.3,100.0,95.94,4.77,Champions
1207,390,28,4261.02,152.18,126.02,4.5,2018-06-12,2021-10-19,43.75,6,6,5,4,4,4,2,3,927.94,1393.95,216.0,532.96,526.21,167.98,495.98,3,8,8,9,319.97,1170.96,1503.93,1266.16,19,0,4,5,3325.85,0.0,553.96,381.21,119308.56000000001,5,1,119308.56,84.3,100.0,92.32,4.66,Champions
1208,398,38,4237.43,111.51,141.73,3.73,2019-08-02,2021-10-19,21.29,6,5,9,5,10,6,0,3,484.17,1135.64,589.17,1016.73,539.55,0.0,472.17,10,4,10,14,1306.6,537.36,1415.14,978.33,0,13,13,12,0.0,1339.63,1575.57,1322.23,161022.34000000003,5,1,161022.34,84.3,100.0,95.2,4.75,Champions
1209,416,48,4180.29,87.09,85.89,1.79,2017-01-22,2021-10-19,36.06,6,6,11,1,3,7,10,10,400.39,816.13,1.0,148.89,782.82,956.48,1074.58,16,11,12,9,1715.38,903.22,978.82,582.87,2,21,20,5,54.79,2168.65,1688.06,268.79,200653.91999999998,5,1,200653.92,84.3,100.0,96.5,4.78,Champions
1210,588,51,3749.79,73.53,166.69,3.27,2017-07-26,2021-10-19,30.31,6,13,7,12,5,8,1,5,942.75,627.46,637.51,410.57,582.54,40.99,507.97,8,23,11,9,688.25,1349.87,1056.44,655.23,0,22,12,17,0.0,1640.97,985.04,1123.78,191239.29,5,1,191239.29,84.3,100.0,96.18,4.77,Champions
1211,692,7,3497.15,499.59,29.15,4.16,2021-08-23,2021-10-19,8.14,6,2,3,0,0,0,2,0,920.99,1664.18,0.0,0.0,0.0,911.98,0.0,0,0,6,1,0.0,0.0,2617.15,880.0,0,2,3,2,0.0,784.18,1800.99,911.98,24480.05,5,1,24480.05,84.3,100.0,61.28,3.78,Potential Customers
1212,695,11,3494.81,317.71,46.91,4.26,2019-10-02,2021-10-19,68.0,6,1,2,3,1,2,2,0,408.99,778.99,905.98,151.39,771.48,477.98,0.0,2,4,3,2,760.99,1087.46,1085.98,560.38,0,3,5,3,0.0,1000.38,1875.46,618.97,38442.909999999996,5,1,38442.91,84.3,100.0,69.82,4.02,Champions
1213,745,19,3392.95,178.58,61.9,3.26,2020-05-13,2021-10-19,27.58,6,0,2,3,2,3,3,6,0.0,371.74,837.97,422.35,712.78,560.38,487.73,0,10,5,4,0.0,1842.15,977.67,573.13,2,5,7,5,887.18,378.57,1373.62,753.58,64466.049999999996,5,1,64466.05,84.3,100.0,81.94,4.37,Champions
1214,766,25,3352.45,134.1,78.85,3.15,2020-10-01,2021-10-19,15.32,6,7,5,4,7,2,0,0,1074.97,1060.36,187.08,738.06,291.98,0.0,0.0,10,2,10,3,1409.04,173.08,1289.34,480.99,6,4,6,9,1347.06,148.99,782.97,1073.43,83811.25,5,1,83811.25,84.3,100.0,87.58,4.53,Champions
1215,790,11,3315.92,301.45,48.92,4.45,2021-04-26,2021-10-19,16.0,6,8,1,0,2,0,0,0,2363.95,301.99,0.0,649.98,0.0,0.0,0.0,0,3,6,2,0.0,839.97,1463.97,1011.98,1,2,0,8,301.99,540.0,0.0,2473.93,36475.12,5,1,36475.12,84.3,100.0,68.74,3.99,Potential Customers
1216,880,25,3184.86,127.39,103.81,4.15,2019-03-28,2021-10-19,37.44,6,4,5,2,2,0,5,7,512.22,545.97,443.74,176.98,0.0,629.47,876.48,10,2,5,8,1036.28,203.98,693.72,1250.88,2,10,9,4,144.49,1670.86,917.04,452.47,79621.5,5,1,79621.5,84.3,100.0,86.62,4.5,Champions
1217,935,26,3099.76,119.22,110.81,4.26,2019-06-20,2021-10-19,32.77,6,3,6,2,5,2,7,1,217.48,844.65,244.99,640.7,290.98,605.96,255.0,11,4,7,4,1058.52,551.96,929.55,559.73,1,10,7,8,103.74,1337.53,571.55,1086.94,80593.76000000001,5,1,80593.76,84.3,100.0,86.9,4.51,Champions
1218,1453,24,2619.95,109.16,90.85,3.79,2020-09-28,2021-10-19,16.08,6,4,4,1,2,1,9,3,527.48,409.06,108.99,325.99,316.49,768.97,162.97,2,3,10,9,137.0,254.08,1077.44,1151.43,1,14,9,0,76.99,1451.94,1091.02,0.0,62878.799999999996,5,1,62878.8,84.3,100.0,81.36,4.35,Champions
1219,1872,31,2391.6,77.15,99.8,3.22,2020-05-20,2021-10-19,16.68,6,4,5,6,2,4,4,6,239.97,445.48,350.17,161.09,254.97,233.98,705.94,6,9,7,9,346.14,936.95,543.56,564.95,4,4,13,10,237.98,386.48,840.02,927.12,74139.59999999999,5,1,74139.6,84.3,100.0,84.98,4.45,Champions
1220,1940,35,2361.14,67.46,166.69,4.76,2019-07-30,2021-10-19,23.2,6,3,7,5,8,4,3,5,154.22,341.34,282.7,461.35,589.86,115.97,415.7,3,8,7,17,324.72,602.07,451.84,982.51,5,3,20,7,399.7,117.72,1318.04,525.68,82639.9,5,1,82639.9,84.3,100.0,87.26,4.52,Champions
1221,1995,31,2334.57,75.31,90.82,2.93,2020-06-17,2021-10-19,15.77,6,1,13,1,5,2,3,6,244.99,942.29,141.99,326.97,120.99,204.38,352.96,4,12,9,6,342.33,814.74,565.35,612.15,0,21,9,1,0.0,1400.15,849.43,84.99,72371.67,5,1,72371.67,84.3,100.0,84.7,4.45,Champions
1222,2159,30,2249.64,74.99,138.74,4.62,2019-06-13,2021-10-19,28.63,6,3,5,5,7,3,5,2,172.08,440.98,313.05,527.23,258.47,393.65,144.18,5,8,9,8,326.95,587.44,740.63,594.62,2,6,13,9,191.98,441.14,852.99,763.53,67489.2,5,1,67489.2,84.3,100.0,83.04,4.4,Champions
1223,2210,19,2227.37,117.23,97.82,5.15,2019-12-30,2021-10-19,34.68,6,2,5,1,3,1,1,6,196.98,345.95,96.99,479.72,93.19,315.0,699.54,2,6,5,6,225.98,480.09,514.15,1007.15,0,5,9,5,0.0,661.16,1053.66,512.55,42320.03,5,1,42320.03,84.3,100.0,72.0,4.08,Champions
1224,2294,19,2191.76,115.36,79.86,4.2,2015-12-15,2021-10-19,112.37,6,4,3,2,3,3,1,3,493.98,384.48,155.98,373.97,477.98,78.99,226.38,1,6,6,6,230.0,437.85,823.95,699.96,1,4,8,6,230.0,297.38,850.92,813.46,41643.44,5,1,41643.44,84.3,100.0,71.62,4.07,Champions
1225,2383,22,2158.95,98.13,87.84,3.99,2019-05-20,2021-10-19,40.14,6,8,5,2,2,0,0,5,654.96,738.45,204.98,258.35,0.0,0.0,302.21,3,4,5,10,216.47,595.83,674.21,672.44,0,11,4,7,0.0,659.04,553.97,945.94,47496.899999999994,5,1,47496.9,84.3,100.0,74.98,4.17,Champions
1226,2516,18,2113.44,117.41,90.84,5.05,2020-07-12,2021-10-19,25.78,6,2,1,3,2,3,3,4,94.99,70.99,401.07,254.99,314.97,438.97,537.46,1,8,8,1,44.99,940.03,928.43,199.99,3,3,5,7,371.98,338.47,445.96,957.03,38041.92,5,1,38041.92,84.3,100.0,69.6,4.02,Champions
1227,2595,19,2085.42,109.76,81.17,4.27,2020-06-01,2021-10-19,26.58,6,1,2,3,7,1,4,1,144.0,408.48,288.32,634.57,28.49,350.47,231.09,4,4,3,8,316.08,161.82,568.97,1038.55,3,4,7,5,266.58,317.57,938.29,562.98,39622.98,5,1,39622.98,84.3,100.0,70.44,4.04,Champions
1228,2813,15,2014.86,134.32,83.86,5.59,2019-01-27,2021-10-19,66.4,6,3,1,3,3,2,1,2,303.97,216.99,412.97,267.97,425.98,110.99,275.99,2,3,4,6,445.98,163.97,753.97,650.94,1,7,5,2,50.99,1085.93,655.96,221.98,30222.899999999998,5,1,30222.9,84.3,100.0,64.92,3.88,Potential Customers
1229,3500,26,1838.16,70.7,131.76,5.07,2020-03-28,2021-10-19,21.92,6,0,6,4,4,5,4,3,0.0,429.89,237.21,293.46,503.06,205.27,169.27,5,10,4,7,259.06,626.86,274.01,678.23,1,16,8,1,140.99,1162.96,491.42,42.79,47792.16,5,1,47792.16,84.3,100.0,75.08,4.17,Champions
1230,3518,22,1834.58,83.39,93.83,4.27,2019-07-05,2021-10-19,38.05,6,1,5,3,3,4,4,2,68.99,338.22,264.67,265.98,430.57,368.17,97.98,9,4,5,4,803.82,248.47,441.22,341.07,6,7,3,6,396.26,535.54,221.67,681.11,40360.759999999995,5,1,40360.76,84.3,100.0,70.86,4.05,Champions
1231,3786,19,1776.97,93.52,74.87,3.94,2018-07-10,2021-10-19,63.0,6,1,2,2,2,4,7,1,91.0,183.99,357.99,157.98,454.98,475.04,55.99,6,6,4,3,533.95,538.96,463.98,240.08,0,10,9,0,0.0,855.04,921.93,0.0,33762.43,5,1,33762.43,84.3,100.0,66.76,3.93,Potential Customers
1232,4082,8,1715.98,214.5,10.98,1.37,2014-12-29,2021-10-19,310.75,6,1,3,0,1,2,0,1,144.0,416.0,0.0,116.29,715.5,0.0,324.19,0,4,2,2,0.0,922.19,533.5,260.29,1,2,2,3,111.0,354.19,356.0,894.79,13727.84,5,1,13727.84,84.3,100.0,54.2,3.58,Potential Customers
1233,4616,24,1633.58,68.07,102.23,4.26,2020-04-02,2021-10-19,23.54,6,1,6,2,5,5,1,4,163.99,398.44,80.08,327.95,311.36,109.99,241.77,5,3,8,8,476.06,170.17,503.61,483.74,1,11,11,1,34.99,765.59,769.51,63.49,39205.92,5,1,39205.92,84.3,100.0,70.1,4.03,Champions
1234,4767,29,1609.63,55.5,87.83,3.03,2019-08-21,2021-10-19,27.24,6,9,3,2,2,4,5,4,571.55,163.39,127.18,102.48,206.38,256.86,181.79,7,10,7,5,345.15,564.3,389.91,310.27,0,13,13,3,0.0,711.87,687.38,210.38,46679.270000000004,5,1,46679.27,84.3,100.0,74.46,4.15,Champions
